日期,AQI指数,PM2.5	,PM10,So2,No2,Co,O3
"
                                        2018-02-03",70.0,45.0,80.0,15.0,38.0,0.81,45.0
"
                                        2018-02-04",67.0,47.0,79.0,16.0,43.0,0.79,42.0
"
                                        2018-02-05",76.0,55.0,90.0,15.0,53.0,0.91,39.0
"
                                        2018-02-06",87.0,64.0,103.0,14.0,58.0,1.04,30.0
"
                                        2018-02-07",93.0,68.0,105.0,11.0,62.0,1.02,27.0
"
                                        2018-02-08",150.0,113.0,158.0,14.0,62.0,1.22,38.0
"
                                        2018-02-09",172.0,130.0,169.0,10.0,65.0,1.3,26.0
"
                                        2018-02-10",129.0,97.0,129.0,11.0,50.0,1.3,29.0
"
                                        2018-02-11",88.0,56.0,121.0,9.0,39.0,1.0,48.0
"
                                        2018-02-12",72.0,29.0,92.0,11.0,27.0,0.74,66.0
"
                                        2018-02-13",56.0,28.0,61.0,8.0,35.0,0.76,55.0
"
                                        2018-02-14",68.0,46.0,81.0,9.0,41.0,0.85,50.0
"
                                        2018-02-15",98.0,73.0,115.0,10.0,33.0,0.99,44.0
"
                                        2018-02-16",64.0,44.0,60.0,7.0,19.0,0.74,47.0
"
                                        2018-02-17",65.0,45.0,56.0,8.0,17.0,0.82,76.0
"
                                        2018-02-18",60.0,42.0,57.0,7.0,27.0,0.88,42.0
"
                                        2018-02-19",27.0,18.0,22.0,6.0,21.0,0.78,43.0
"
                                        2018-02-20",67.0,48.0,61.0,7.0,23.0,0.96,62.0
"
                                        2018-02-21",51.0,34.0,43.0,7.0,21.0,0.85,66.0
"
                                        2018-02-22",69.0,49.0,66.0,8.0,28.0,0.96,53.0
"
                                        2018-02-23",41.0,28.0,36.0,7.0,26.0,0.91,46.0
"
                                        2018-02-24",66.0,46.0,65.0,8.0,50.0,0.99,15.0
"
                                        2018-02-25",63.0,45.0,62.0,7.0,30.0,0.93,52.0
"
                                        2018-02-26",52.0,35.0,51.0,7.0,32.0,0.87,48.0
"
                                        2018-02-27",51.0,35.0,53.0,8.0,40.0,0.82,44.0
"
                                        2018-02-28",39.0,23.0,37.0,7.0,39.0,0.9,39.0
"
                                        2018-03-01",65.0,46.0,67.0,8.0,39.0,1.03,65.0
"
                                        2018-03-02",48.0,31.0,46.0,6.0,36.0,0.82,54.0
"
                                        2018-03-03",44.0,30.0,44.0,7.0,44.0,1.02,41.0
"
                                        2018-03-04",53.0,34.0,54.0,7.0,43.0,1.0,44.0
"
                                        2018-03-05",34.0,19.0,30.0,6.0,31.0,0.77,51.0
"
                                        2018-03-06",50.0,24.0,51.0,8.0,29.0,0.77,69.0
"
                                        2018-03-07",40.0,22.0,39.0,6.0,40.0,0.75,45.0
"
                                        2018-03-08",43.0,29.0,43.0,6.0,25.0,0.79,57.0
"
                                        2018-03-09",123.0,93.0,117.0,10.0,44.0,1.09,60.0
"
                                        2018-03-10",104.0,77.0,106.0,10.0,57.0,1.01,57.0
"
                                        2018-03-11",96.0,71.0,104.0,10.0,62.0,1.0,62.0
"
                                        2018-03-12",72.0,48.0,86.0,10.0,70.0,0.93,49.0
"
                                        2018-03-13",65.0,39.0,76.0,10.0,59.0,0.85,54.0
"
                                        2018-03-14",71.0,46.0,90.0,11.0,74.0,0.96,21.0
"
                                        2018-03-15",83.0,60.0,100.0,8.0,72.0,1.14,11.0
"
                                        2018-03-16",42.0,26.0,43.0,5.0,36.0,0.83,39.0
"
                                        2018-03-17",56.0,29.0,59.0,7.0,36.0,0.7,53.0
"
                                        2018-03-18",58.0,36.0,63.0,7.0,55.0,1.02,9.0
"
                                        2018-03-19",37.0,25.0,36.0,6.0,35.0,0.95,28.0
"
                                        2018-03-20",46.0,31.0,41.0,5.0,27.0,0.96,54.0
"
                                        2018-03-21",46.0,31.0,48.0,5.0,28.0,0.93,51.0
"
                                        2018-03-22",64.0,43.0,75.0,8.0,49.0,0.96,36.0
"
                                        2018-03-23",73.0,50.0,92.0,9.0,52.0,0.98,52.0
"
                                        2018-03-24",87.0,61.0,121.0,11.0,68.0,1.02,60.0
"
                                        2018-03-25",79.0,52.0,106.0,11.0,63.0,0.92,47.0
"
                                        2018-03-26",62.0,39.0,71.0,7.0,52.0,0.85,37.0
"
                                        2018-03-27",58.0,38.0,64.0,7.0,40.0,0.83,58.0
"
                                        2018-03-28",72.0,40.0,75.0,10.0,51.0,0.85,73.0
"
                                        2018-03-29",74.0,42.0,83.0,11.0,59.0,0.83,68.0
"
                                        2018-03-30",60.0,35.0,66.0,9.0,38.0,0.65,49.0
"
                                        2018-03-31",63.0,41.0,72.0,8.0,41.0,0.68,60.0
"
                                        2018-04-01",76.0,43.0,86.0,10.0,59.0,0.85,68.0
"
                                        2018-04-02",81.0,58.0,109.0,9.0,80.0,1.06,32.0
"
                                        2018-04-03",66.0,39.0,73.0,7.0,39.0,0.85,66.0
"
                                        2018-04-04",67.0,45.0,82.0,6.0,45.0,0.82,18.0
"
                                        2018-04-05",57.0,38.0,69.0,6.0,42.0,0.76,19.0
"
                                        2018-04-05",57.0,38.0,69.0,6.0,42.0,0.76,19.0
"
                                        2018-04-06",79.0,32.0,113.0,6.0,21.0,0.7,70.0
"
                                        2018-04-07",72.0,28.0,92.0,10.0,26.0,0.6,83.0
"
                                        2018-04-08",64.0,26.0,75.0,9.0,42.0,0.62,65.0
"
                                        2018-04-09",67.0,31.0,81.0,11.0,52.0,0.67,70.0
"
                                        2018-04-10",73.0,37.0,83.0,10.0,48.0,0.78,87.0
"
                                        2018-04-11",81.0,53.0,106.0,11.0,56.0,0.95,90.0
"
                                        2018-04-12",76.0,51.0,98.0,12.0,35.0,0.78,72.0
"
                                        2018-04-13",53.0,29.0,57.0,6.0,41.0,0.7,41.0
"
                                        2018-04-14",42.0,24.0,42.0,5.0,31.0,0.78,36.0
"
                                        2018-04-15",73.0,39.0,93.0,8.0,35.0,0.8,72.0
"
                                        2018-04-16",103.0,44.0,154.0,13.0,63.0,0.83,48.0
"
                                        2018-04-17",111.0,57.0,170.0,12.0,54.0,0.86,77.0
"
                                        2018-04-18",93.0,54.0,121.0,12.0,58.0,0.86,90.0
"
                                        2018-04-19",96.0,51.0,103.0,11.0,59.0,0.88,93.0
"
                                        2018-04-20",72.0,37.0,80.0,10.0,55.0,0.78,70.0
"
                                        2018-04-21",63.0,36.0,74.0,8.0,44.0,0.72,64.0
"
                                        2018-04-22",61.0,39.0,69.0,7.0,38.0,0.8,61.0
"
                                        2018-04-23",44.0,28.0,44.0,6.0,47.0,1.08,20.0
"
                                        2018-04-24",37.0,20.0,35.0,6.0,25.0,0.8,66.0
"
                                        2018-04-25",69.0,38.0,65.0,9.0,39.0,0.87,92.0
"
                                        2018-04-26",97.0,58.0,96.0,12.0,51.0,0.94,120.0
"
                                        2018-04-27",98.0,55.0,91.0,11.0,60.0,1.01,100.0
"
                                        2018-04-28",111.0,67.0,114.0,10.0,61.0,0.99,126.0
"
                                        2018-04-29",92.0,67.0,107.0,10.0,53.0,1.13,76.0
"
                                        2018-04-30",55.0,28.0,43.0,6.0,27.0,0.95,78.0
"
                                        2018-05-01",39.0,21.0,36.0,6.0,28.0,0.82,52.0
"
                                        2018-05-02",57.0,35.0,57.0,6.0,21.0,0.85,100.0
"
                                        2018-05-03",59.0,18.0,41.0,7.0,31.0,0.61,104.0
"
                                        2018-05-04",78.0,33.0,66.0,10.0,47.0,0.71,99.0
"
                                        2018-05-05",48.0,29.0,48.0,7.0,43.0,0.76,60.0
"
                                        2018-05-06",50.0,30.0,50.0,7.0,40.0,0.91,43.0
"
                                        2018-05-07",42.0,25.0,41.0,6.0,30.0,0.81,51.0
"
                                        2018-05-08",51.0,24.0,43.0,7.0,31.0,0.91,78.0
"
                                        2018-05-09",83.0,31.0,70.0,12.0,44.0,0.76,102.0
"
                                        2018-05-10",67.0,29.0,62.0,9.0,29.0,0.65,100.0
"
                                        2018-05-11",73.0,36.0,69.0,10.0,47.0,0.77,86.0
"
                                        2018-05-12",70.0,49.0,84.0,10.0,48.0,0.98,51.0
"
                                        2018-05-13",79.0,55.0,82.0,9.0,31.0,1.26,88.0
"
                                        2018-05-14",89.0,52.0,82.0,8.0,39.0,1.12,94.0
"
                                        2018-05-15",59.0,32.0,53.0,6.0,29.0,0.79,83.0
"
                                        2018-05-16",60.0,30.0,53.0,7.0,32.0,0.76,84.0
"
                                        2018-05-17",56.0,26.0,52.0,8.0,36.0,0.73,72.0
"
                                        2018-05-18",95.0,47.0,77.0,7.0,33.0,0.84,129.0
"
                                        2018-05-19",43.0,27.0,41.0,6.0,23.0,0.84,67.0
"
                                        2018-05-20",29.0,17.0,26.0,5.0,23.0,0.72,51.0
"
                                        2018-05-21",40.0,22.0,39.0,5.0,34.0,0.73,36.0
"
                                        2018-05-22",40.0,22.0,36.0,5.0,30.0,0.86,40.0
"
                                        2018-05-23",74.0,27.0,71.0,9.0,26.0,0.88,122.0
"
                                        2018-05-24",101.0,48.0,112.0,10.0,49.0,0.89,117.0
"
                                        2018-05-25",86.0,60.0,116.0,9.0,54.0,0.99,79.0
"
                                        2018-05-26",52.0,34.0,55.0,6.0,35.0,0.98,64.0
"
                                        2018-05-27",58.0,40.0,63.0,7.0,39.0,0.96,34.0
"
                                        2018-05-28",76.0,40.0,67.0,6.0,38.0,1.07,87.0
"
                                        2018-05-29",78.0,57.0,94.0,8.0,55.0,1.2,53.0
"
                                        2018-05-30",103.0,77.0,128.0,10.0,57.0,1.22,69.0
"
                                        2018-05-31",60.0,28.0,45.0,7.0,27.0,0.73,94.0
"
                                        2018-06-01",88.0,33.0,58.0,8.0,33.0,0.78,122.0
"
                                        2018-06-02",64.0,34.0,59.0,9.0,40.0,0.74,99.0
"
                                        2018-06-03",64.0,40.0,66.0,7.0,45.0,0.81,83.0
"
                                        2018-06-04",88.0,46.0,75.0,8.0,42.0,0.92,93.0
"
                                        2018-06-05",55.0,35.0,51.0,6.0,32.0,0.87,77.0
"
                                        2018-06-06",72.0,31.0,48.0,7.0,31.0,0.87,99.0
"
                                        2018-06-07",82.0,39.0,61.0,9.0,33.0,0.91,94.0
"
                                        2018-06-08",70.0,33.0,53.0,8.0,28.0,0.78,96.0
"
                                        2018-06-09",70.0,41.0,63.0,8.0,29.0,0.76,94.0
"
                                        2018-06-10",43.0,27.0,41.0,6.0,29.0,0.79,62.0
"
                                        2018-06-11",66.0,25.0,43.0,7.0,32.0,0.87,91.0
"
                                        2018-06-12",73.0,35.0,63.0,8.0,44.0,0.96,88.0
"
                                        2018-06-13",86.0,36.0,64.0,9.0,35.0,0.89,112.0
"
                                        2018-06-14",92.0,26.0,48.0,9.0,27.0,0.64,141.0
"
                                        2018-06-15",75.0,27.0,49.0,9.0,29.0,0.65,102.0
"
                                        2018-06-16",62.0,27.0,50.0,8.0,15.0,0.57,110.0
"
                                        2018-06-17",66.0,28.0,53.0,9.0,23.0,0.63,101.0
"
                                        2018-06-18",78.0,30.0,55.0,8.0,26.0,0.67,105.0
"
                                        2018-06-19",54.0,28.0,49.0,7.0,24.0,0.7,78.0
"
                                        2018-06-20",36.0,20.0,29.0,6.0,27.0,0.68,48.0
"
                                        2018-06-21",43.0,16.0,27.0,8.0,21.0,0.6,80.0
"
                                        2018-06-22",38.0,21.0,31.0,7.0,30.0,0.66,59.0
"
                                        2018-06-23",36.0,13.0,21.0,6.0,28.0,0.65,67.0
"
                                        2018-06-24",64.0,32.0,51.0,8.0,33.0,0.83,82.0
"
                                        2018-06-25",61.0,33.0,51.0,7.0,29.0,0.84,73.0
"
                                        2018-06-26",51.0,26.0,45.0,7.0,29.0,0.76,61.0
"
                                        2018-06-27",41.0,19.0,34.0,7.0,24.0,0.6,64.0
"
                                        2018-06-28",44.0,22.0,42.0,8.0,24.0,0.64,66.0
"
                                        2018-06-29",55.0,28.0,47.0,7.0,31.0,0.72,64.0
"
                                        2018-06-30",36.0,19.0,35.0,6.0,29.0,0.72,49.0
"
                                        2018-07-01",34.0,18.0,33.0,6.0,31.0,0.73,36.0
"
                                        2018-07-02",60.0,33.0,57.0,7.0,33.0,0.84,60.0
"
                                        2018-07-03",33.0,18.0,31.0,5.0,24.0,0.75,46.0
"
                                        2018-07-04",38.0,19.0,35.0,5.0,24.0,0.78,51.0
"
                                        2018-07-05",45.0,24.0,42.0,5.0,30.0,0.8,48.0
"
                                        2018-07-06",41.0,17.0,31.0,6.0,26.0,0.73,59.0
"
                                        2018-07-07",44.0,21.0,35.0,5.0,25.0,0.67,67.0
"
                                        2018-07-08",63.0,26.0,45.0,6.0,20.0,0.67,85.0
"
                                        2018-07-09",48.0,22.0,37.0,6.0,24.0,0.67,68.0
"
                                        2018-07-10",50.0,17.0,40.0,6.0,22.0,0.58,67.0
"
                                        2018-07-11",37.0,13.0,36.0,6.0,13.0,0.49,26.0
"
                                        2018-07-12",30.0,10.0,26.0,5.0,12.0,0.49,49.0
"
                                        2018-07-13",29.0,10.0,23.0,5.0,13.0,0.5,53.0
"
                                        2018-07-14",39.0,11.0,27.0,6.0,15.0,0.5,68.0
"
                                        2018-07-15",42.0,14.0,31.0,6.0,16.0,0.52,73.0
"
                                        2018-07-16",34.0,12.0,27.0,6.0,13.0,0.5,59.0
"
                                        2018-07-17",29.0,12.0,25.0,6.0,14.0,0.51,46.0
"
                                        2018-07-18",36.0,12.0,30.0,7.0,15.0,0.5,61.0
"
                                        2018-07-19",42.0,13.0,32.0,7.0,17.0,0.57,70.0
"
                                        2018-07-20",53.0,26.0,49.0,8.0,20.0,0.56,78.0
"
                                        2018-07-21",51.0,35.0,51.0,8.0,18.0,0.6,43.0
"
                                        2018-07-22",30.0,17.0,29.0,6.0,17.0,0.65,28.0
"
                                        2018-07-23",46.0,19.0,35.0,7.0,21.0,0.72,62.0
"
                                        2018-07-24",39.0,19.0,34.0,6.0,24.0,0.74,53.0
"
                                        2018-07-25",54.0,28.0,48.0,7.0,29.0,0.86,71.0
"
                                        2018-07-26",58.0,24.0,44.0,7.0,28.0,0.8,67.0
"
                                        2018-07-27",69.0,18.0,38.0,7.0,28.0,0.77,96.0
"
                                        2018-07-28",100.0,38.0,64.0,8.0,28.0,0.88,128.0
"
                                        2018-07-29",98.0,49.0,77.0,7.0,34.0,0.93,117.0
"
                                        2018-07-30",85.0,43.0,69.0,7.0,27.0,0.86,99.0
"
                                        2018-07-31",71.0,25.0,44.0,7.0,20.0,0.82,112.0
"
                                        2018-08-01",63.0,25.0,41.0,6.0,20.0,0.78,102.0
"
                                        2018-08-02",53.0,22.0,39.0,7.0,22.0,0.77,85.0
"
                                        2018-08-03",31.0,17.0,27.0,5.0,19.0,0.79,50.0
"
                                        2018-08-04",61.0,25.0,40.0,6.0,21.0,0.85,96.0
"
                                        2018-08-05",80.0,29.0,50.0,7.0,22.0,0.85,117.0
"
                                        2018-08-06",89.0,31.0,53.0,6.0,25.0,0.82,120.0
"
                                        2018-08-07",94.0,30.0,53.0,7.0,24.0,0.8,132.0
"
                                        2018-08-08",59.0,26.0,47.0,8.0,20.0,0.68,91.0
"
                                        2018-08-09",63.0,29.0,49.0,7.0,19.0,0.73,96.0
"
                                        2018-08-10",91.0,38.0,68.0,8.0,28.0,0.76,129.0
"
                                        2018-08-11",98.0,41.0,68.0,8.0,26.0,0.82,137.0
"
                                        2018-08-12",38.0,20.0,34.0,6.0,19.0,0.7,52.0
"
                                        2018-08-13",35.0,17.0,28.0,4.0,12.0,0.73,66.0
"
                                        2018-08-14",32.0,14.0,28.0,6.0,13.0,0.66,52.0
"
                                        2018-08-15",35.0,15.0,34.0,5.0,12.0,0.64,46.0
"
                                        2018-08-16",43.0,19.0,39.0,6.0,17.0,0.77,58.0
"
                                        2018-08-17",26.0,12.0,22.0,5.0,17.0,0.77,50.0
"
                                        2018-08-18",37.0,15.0,31.0,5.0,16.0,0.72,64.0
"
                                        2018-08-19",31.0,9.0,21.0,5.0,13.0,0.69,58.0
"
                                        2018-08-20",57.0,18.0,38.0,6.0,21.0,0.84,96.0
"
                                        2018-08-21",66.0,32.0,54.0,8.0,21.0,1.08,115.0
"
                                        2018-08-22",54.0,24.0,35.0,6.0,18.0,0.83,91.0
"
                                        2018-08-23",66.0,22.0,41.0,7.0,17.0,0.86,119.0
"
                                        2018-08-25",46.0,24.0,45.0,6.0,32.0,0.85,59.0
"
                                        2018-08-27",38.0,16.0,30.0,7.0,18.0,0.75,63.0
"
                                        2018-08-29",37.0,9.0,26.0,6.0,13.0,0.66,71.0
"
                                        2018-08-31",37.0,12.0,28.0,6.0,19.0,0.76,71.0
"
                                        2018-09-02",44.0,18.0,36.0,6.0,17.0,0.76,93.0
"
                                        2018-09-03",41.0,19.0,35.0,5.0,22.0,0.79,62.0
"
                                        2018-09-04",71.0,28.0,58.0,7.0,21.0,0.95,109.0
"
                                        2018-09-05",102.0,37.0,79.0,10.0,38.0,0.95,131.0
"
                                        2018-09-06",101.0,53.0,97.0,9.0,34.0,1.01,136.0
"
                                        2018-09-07",59.0,37.0,57.0,7.0,24.0,1.0,91.0
"
                                        2018-09-08",36.0,18.0,32.0,5.0,32.0,0.79,52.0
"
                                        2018-09-09",57.0,19.0,40.0,8.0,27.0,0.76,80.0
"
                                        2018-09-10",53.0,22.0,46.0,9.0,32.0,0.69,76.0
"
                                        2018-09-11",50.0,24.0,50.0,8.0,42.0,0.73,38.0
"
                                        2018-09-12",37.0,17.0,36.0,6.0,30.0,0.66,53.0
"
                                        2018-09-13",54.0,30.0,56.0,8.0,37.0,0.77,46.0
"
                                        2018-09-14",73.0,36.0,63.0,8.0,36.0,0.79,81.0
"
                                        2018-09-15",70.0,31.0,53.0,8.0,26.0,0.73,89.0
"
                                        2018-09-16",37.0,21.0,35.0,7.0,23.0,0.66,34.0
"
                                        2018-09-17",19.0,9.0,18.0,5.0,23.0,0.6,18.0
"
                                        2018-09-18",45.0,23.0,47.0,6.0,28.0,0.73,58.0
"
                                        2018-09-19",57.0,27.0,49.0,7.0,29.0,0.79,66.0
"
                                        2018-09-20",36.0,16.0,32.0,5.0,29.0,0.77,35.0
"
                                        2018-09-21",41.0,21.0,40.0,5.0,27.0,1.26,40.0
"
                                        2018-09-22",39.0,20.0,38.0,6.0,35.0,1.06,35.0
"
                                        2018-09-23",64.0,30.0,60.0,10.0,38.0,1.09,74.0
"
                                        2018-09-24",73.0,35.0,71.0,10.0,32.0,0.92,97.0
"
                                        2018-09-25",56.0,16.0,38.0,7.0,21.0,0.61,100.0
"
                                        2018-09-26",42.0,14.0,37.0,10.0,27.0,0.64,70.0
"
                                        2018-09-27",46.0,20.0,45.0,9.0,40.0,0.8,43.0
"
                                        2018-09-28",53.0,20.0,44.0,9.0,35.0,0.72,66.0
"
                                        2018-09-29",65.0,29.0,58.0,10.0,35.0,0.75,87.0
"
                                        2018-09-30",76.0,35.0,70.0,10.0,36.0,0.82,102.0
"
                                        2018-10-01",59.0,23.0,56.0,11.0,26.0,0.72,97.0
"
                                        2018-10-02",64.0,27.0,64.0,11.0,44.0,0.76,76.0
"
                                        2018-10-03",76.0,36.0,70.0,10.0,41.0,0.78,92.0
"
                                        2018-10-04",63.0,26.0,51.0,11.0,28.0,0.66,95.0
"
                                        2018-10-05",61.0,22.0,50.0,9.0,19.0,0.66,109.0
"
                                        2018-10-06",70.0,26.0,60.0,9.0,32.0,0.73,112.0
"
                                        2018-10-07",77.0,39.0,75.0,10.0,50.0,0.86,86.0
"
                                        2018-10-08",71.0,37.0,74.0,8.0,39.0,0.82,81.0
"
                                        2018-10-09",61.0,34.0,70.0,9.0,40.0,0.81,55.0
"
                                        2018-10-10",53.0,28.0,55.0,8.0,32.0,0.83,48.0
"
                                        2018-10-11",48.0,20.0,48.0,10.0,37.0,0.77,54.0
"
                                        2018-10-12",52.0,26.0,52.0,10.0,41.0,0.73,59.0
"
                                        2018-10-13",54.0,28.0,52.0,9.0,41.0,0.73,60.0
"
                                        2018-10-14",49.0,28.0,48.0,8.0,37.0,0.74,45.0
"
                                        2018-10-15",35.0,21.0,34.0,7.0,37.0,0.71,37.0
"
                                        2018-10-16",42.0,27.0,43.0,7.0,34.0,0.83,50.0
"
                                        2018-10-17",57.0,36.0,63.0,10.0,45.0,1.02,48.0
"
                                        2018-10-18",63.0,40.0,73.0,9.0,46.0,0.91,51.0
"
                                        2018-10-19",45.0,19.0,45.0,9.0,42.0,0.64,54.0
"
                                        2018-10-20",54.0,30.0,59.0,9.0,52.0,0.74,34.0
"
                                        2018-10-21",47.0,25.0,47.0,8.0,44.0,0.72,26.0
"
                                        2018-10-22",38.0,25.0,37.0,6.0,33.0,0.79,21.0
"
                                        2018-10-23",48.0,29.0,50.0,8.0,36.0,0.88,52.0
"
                                        2018-10-24",74.0,51.0,90.0,8.0,44.0,0.97,64.0
"
                                        2018-10-25",71.0,50.0,87.0,8.0,47.0,1.01,31.0
"
                                        2018-10-26",56.0,34.0,59.0,8.0,30.0,0.88,61.0
"
                                        2018-10-27",68.0,28.0,83.0,10.0,47.0,0.76,45.0
"
                                        2018-10-28",66.0,31.0,80.0,10.0,52.0,0.82,42.0
"
                                        2018-10-29",58.0,27.0,64.0,10.0,49.0,0.79,54.0
"
                                        2018-10-30",84.0,59.0,116.0,13.0,62.0,1.01,60.0
"
                                        2018-10-31",57.0,28.0,61.0,10.0,36.0,0.76,66.0
"
                                        2018-11-01",51.0,24.0,54.0,10.0,36.0,0.71,61.0
"
                                        2018-11-02",39.0,17.0,38.0,8.0,38.0,0.63,45.0
"
                                        2018-11-03",48.0,28.0,48.0,7.0,48.0,0.82,12.0
"
                                        2018-11-04",49.0,28.0,47.0,8.0,36.0,0.81,42.0
"
                                        2018-11-05",36.0,20.0,35.0,7.0,32.0,0.71,36.0
"
                                        2018-11-06",34.0,21.0,33.0,7.0,33.0,0.73,35.0
"
                                        2018-11-07",26.0,14.0,25.0,6.0,30.0,0.87,17.0
"
                                        2018-11-08",15.0,5.0,13.0,6.0,27.0,0.93,8.0
"
                                        2018-11-09",39.0,20.0,41.0,8.0,39.0,0.88,28.0
"
                                        2018-11-10",68.0,46.0,84.0,9.0,53.0,0.94,37.0
"
                                        2018-11-11",67.0,47.0,74.0,8.0,41.0,1.01,31.0
"
                                        2018-11-12",38.0,24.0,36.0,6.0,37.0,0.88,28.0
"
                                        2018-11-13",51.0,28.0,55.0,10.0,45.0,0.81,40.0
"
                                        2018-11-14",62.0,34.0,72.0,10.0,53.0,0.81,28.0
"
                                        2018-11-15",62.0,39.0,71.0,9.0,57.0,0.88,12.0
"
                                        2018-11-16",34.0,19.0,33.0,7.0,32.0,0.69,34.0
"
                                        2018-11-17",42.0,21.0,42.0,8.0,41.0,0.88,23.0
"
                                        2018-11-18",24.0,13.0,22.0,7.0,35.0,0.78,29.0
"
                                        2018-11-19",35.0,21.0,34.0,7.0,33.0,0.98,25.0
"
                                        2018-11-20",65.0,45.0,77.0,9.0,51.0,1.09,24.0
"
                                        2018-11-21",45.0,30.0,48.0,7.0,38.0,1.09,27.0
"
                                        2018-11-22",59.0,40.0,64.0,9.0,35.0,0.89,52.0
"
                                        2018-11-23",72.0,49.0,91.0,10.0,54.0,0.97,33.0
"
                                        2018-11-24",68.0,42.0,84.0,9.0,52.0,0.92,26.0
"
                                        2018-11-25",96.0,69.0,131.0,10.0,68.0,1.14,15.0
"
                                        2018-11-26",83.0,59.0,107.0,10.0,56.0,1.0,19.0
"
                                        2018-11-27",68.0,45.0,82.0,8.0,52.0,0.96,16.0
"
                                        2018-11-28",105.0,78.0,131.0,8.0,73.0,1.01,27.0
"
                                        2018-11-29",91.0,66.0,119.0,9.0,66.0,1.06,21.0
"
                                        2018-11-30",127.0,96.0,170.0,10.0,89.0,1.26,18.0
"
                                        2018-12-01",128.0,97.0,180.0,12.0,79.0,1.23,22.0
"
                                        2018-12-02",119.0,89.0,164.0,10.0,75.0,1.3,8.0
"
                                        2018-12-03",58.0,40.0,58.0,7.0,50.0,1.16,6.0
"
                                        2018-12-04",32.0,19.0,32.0,6.0,39.0,1.11,11.0
"
                                        2018-12-05",45.0,17.0,47.0,7.0,41.0,0.68,21.0
"
                                        2018-12-06",26.0,13.0,25.0,6.0,33.0,0.63,28.0
"
                                        2018-12-07",36.0,18.0,35.0,6.0,27.0,0.76,35.0
"
                                        2018-12-08",43.0,23.0,43.0,6.0,35.0,0.79,22.0
"
                                        2018-12-09",39.0,27.0,35.0,6.0,37.0,0.98,18.0
"
                                        2018-12-10",23.0,15.0,21.0,6.0,41.0,1.06,7.0
"
                                        2018-12-11",20.0,11.0,17.0,5.0,36.0,0.91,12.0
"
                                        2018-12-12",98.0,72.0,93.0,10.0,36.0,1.21,30.0
"
                                        2018-12-13",144.0,109.0,142.0,14.0,60.0,1.41,17.0
"
                                        2018-12-14",134.0,101.0,145.0,14.0,66.0,1.42,8.0
"
                                        2018-12-15",104.0,77.0,128.0,9.0,62.0,1.37,6.0
"
                                        2018-12-16",53.0,36.0,59.0,7.0,42.0,1.01,28.0
"
                                        2018-12-17",77.0,56.0,96.0,9.0,51.0,1.14,33.0
"
                                        2018-12-18",76.0,53.0,99.0,9.0,59.0,1.07,19.0
"
                                        2018-12-19",79.0,52.0,106.0,12.0,61.0,1.16,6.0
"
                                        2018-12-20",96.0,69.0,125.0,10.0,69.0,1.21,5.0
"
                                        2018-12-21",100.0,74.0,129.0,10.0,70.0,1.18,8.0
"
                                        2018-12-28",50.0,31.0,53.0,9.0,26.0,0.74,39.0
"
                                        2018-12-29",52.0,30.0,57.0,10.0,31.0,0.73,36.0
"
                                        2018-12-30",65.0,46.0,73.0,12.0,44.0,0.97,20.0
"
                                        2018-12-31",60.0,42.0,57.0,7.0,40.0,0.92,17.0
"
                                        2019-01-01",73.0,53.0,72.0,8.0,39.0,0.9,20.0
"
                                        2019-01-02",90.0,66.0,90.0,9.0,48.0,0.95,21.0
"
                                        2019-01-03",126.0,95.0,127.0,8.0,61.0,1.26,6.0
"
                                        2019-01-04",79.0,58.0,83.0,7.0,53.0,1.39,5.0
"
                                        2019-01-05",31.0,21.0,27.0,6.0,42.0,1.18,6.0
"
                                        2019-01-06",55.0,38.0,51.0,7.0,42.0,1.67,10.0
"
                                        2019-01-07",55.0,38.0,58.0,8.0,55.0,1.25,4.0
"
                                        2019-01-08",64.0,45.0,62.0,8.0,47.0,1.04,18.0
"
                                        2019-01-09",66.0,47.0,66.0,9.0,51.0,1.06,17.0
"
                                        2019-01-10",36.0,22.0,31.0,7.0,49.0,0.82,6.0
"
                                        2019-01-11",26.0,15.0,21.0,7.0,48.0,0.92,3.0
"
                                        2019-01-12",39.0,26.0,37.0,7.0,37.0,1.12,13.0
"
                                        2019-01-13",84.0,62.0,86.0,9.0,42.0,1.17,22.0
"
                                        2019-01-14",120.0,90.0,126.0,8.0,56.0,1.42,10.0
"
                                        2019-01-15",102.0,76.0,91.0,8.0,52.0,1.37,23.0
"
                                        2019-01-16",84.0,60.0,90.0,9.0,37.0,0.99,26.0
"
                                        2019-01-17",81.0,59.0,97.0,9.0,46.0,0.99,23.0
"
                                        2019-01-18",91.0,66.0,117.0,8.0,53.0,1.12,27.0
"
                                        2019-01-19",92.0,68.0,119.0,7.0,55.0,1.26,10.0
"
                                        2019-01-20",150.0,114.0,158.0,11.0,40.0,1.3,40.0
"
                                        2019-01-21",73.0,52.0,84.0,9.0,47.0,0.83,26.0
"
                                        2019-01-22",92.0,68.0,110.0,8.0,49.0,1.0,36.0
"
                                        2019-01-23",95.0,70.0,116.0,8.0,58.0,1.1,36.0
"
                                        2019-01-24",118.0,88.0,141.0,10.0,63.0,1.1,46.0
"
                                        2019-01-25",143.0,107.0,157.0,10.0,65.0,1.06,36.0
"
                                        2019-01-26",49.0,28.0,50.0,7.0,24.0,0.66,52.0
"
                                        2019-01-27",60.0,38.0,68.0,6.0,41.0,0.74,35.0
