日期,AQI指数,PM2.5	,PM10,So2,No2,Co,O3
"
                                        2014-01-01",103.0,83.0,138.0,32.0,71.0,1.06,37.0
"
                                        2014-01-02",140.0,111.0,184.0,40.0,93.0,1.48,23.0
"
                                        2014-01-03",166.0,126.0,197.0,52.0,91.0,1.53,32.0
"
                                        2014-01-04",211.0,165.0,254.0,78.0,80.0,1.71,20.0
"
                                        2014-01-05",251.0,202.0,274.0,50.0,89.0,2.01,19.0
"
                                        2014-01-06",183.0,142.0,187.0,48.0,79.0,1.5,24.0
"
                                        2014-01-07",147.0,112.0,138.0,32.0,79.0,1.68,13.0
"
                                        2014-01-08",56.0,37.0,33.0,18.0,46.0,1.05,22.0
"
                                        2014-01-09",65.0,45.0,69.0,30.0,39.0,0.66,29.0
"
                                        2014-01-10",96.0,72.0,113.0,42.0,55.0,0.78,27.0
"
                                        2014-01-11",82.0,60.0,71.0,24.0,54.0,0.79,17.0
"
                                        2014-01-12",74.0,54.0,46.0,22.0,51.0,0.93,14.0
"
                                        2014-01-13",130.0,99.0,118.0,41.0,58.0,1.12,15.0
"
                                        2014-01-14",91.0,67.0,92.0,40.0,63.0,0.92,23.0
"
                                        2014-01-15",103.0,77.0,106.0,33.0,64.0,1.03,26.0
"
                                        2014-01-16",114.0,86.0,127.0,33.0,71.0,1.09,26.0
"
                                        2014-01-17",161.0,122.0,169.0,34.0,83.0,1.31,23.0
"
                                        2014-01-18",267.0,216.0,248.0,49.0,58.0,1.45,39.0
"
                                        2014-01-19",254.0,204.0,248.0,35.0,69.0,1.62,29.0
"
                                        2014-01-20",156.0,101.0,192.0,31.0,58.0,1.1,32.0
"
                                        2014-01-21",88.0,45.0,125.0,36.0,49.0,0.78,28.0
"
                                        2014-01-22",85.0,62.0,98.0,35.0,60.0,0.91,24.0
"
                                        2014-01-24",73.0,50.0,78.0,16.0,57.0,0.79,34.0
"
                                        2014-01-25",176.0,141.0,179.0,33.0,59.0,1.31,41.0
"
                                        2014-01-26",88.0,60.0,70.0,20.0,27.0,0.67,53.0
"
                                        2014-01-27",50.0,32.0,55.0,14.0,37.0,0.58,34.0
"
                                        2014-01-28",119.0,89.0,111.0,25.0,56.0,1.26,23.0
"
                                        2014-01-29",109.0,82.0,91.0,16.0,41.0,0.87,28.0
"
                                        2014-01-30",205.0,161.0,200.0,15.0,44.0,1.52,38.0
"
                                        2014-01-31",242.0,192.0,227.0,12.0,33.0,1.29,39.0
"
                                        2014-02-01",94.0,70.0,84.0,11.0,31.0,0.75,57.0
"
                                        2014-02-02",243.0,197.0,234.0,11.0,42.0,1.81,19.0
"
                                        2014-02-03",87.0,57.0,81.0,9.0,21.0,1.1,31.0
"
                                        2014-02-04",42.0,20.0,42.0,12.0,12.0,0.42,58.0
"
                                        2014-02-05",39.0,24.0,37.0,13.0,18.0,0.53,47.0
"
                                        2014-02-06",34.0,23.0,28.0,9.0,28.0,0.72,20.0
"
                                        2014-02-07",18.0,11.0,13.0,9.0,24.0,0.78,35.0
"
                                        2014-02-08",71.0,52.0,54.0,17.0,22.0,0.95,41.0
"
                                        2014-02-09",80.0,59.0,61.0,20.0,26.0,1.07,40.0
"
                                        2014-02-10",43.0,30.0,37.0,18.0,20.0,0.72,44.0
"
                                        2014-02-11",68.0,49.0,55.0,17.0,23.0,0.66,46.0
"
                                        2014-02-12",85.0,62.0,70.0,24.0,49.0,1.0,22.0
"
                                        2014-02-13",63.0,45.0,47.0,18.0,41.0,1.01,34.0
"
                                        2014-02-14",84.0,62.0,78.0,22.0,35.0,0.94,49.0
"
                                        2014-02-15",118.0,89.0,102.0,23.0,46.0,0.97,45.0
"
                                        2014-02-16",64.0,46.0,50.0,28.0,55.0,0.73,18.0
"
                                        2014-02-17",30.0,19.0,22.0,11.0,46.0,0.93,11.0
"
                                        2014-02-18",25.0,15.0,16.0,9.0,42.0,0.73,32.0
"
                                        2014-02-19",66.0,48.0,51.0,11.0,31.0,0.75,36.0
"
                                        2014-02-20",65.0,46.0,55.0,12.0,38.0,0.81,30.0
"
                                        2014-02-21",161.0,122.0,147.0,44.0,54.0,0.93,71.0
"
                                        2014-02-22",145.0,109.0,127.0,28.0,63.0,0.93,39.0
"
                                        2014-02-23",90.0,67.0,81.0,24.0,47.0,0.66,47.0
"
                                        2014-02-24",131.0,98.0,107.0,29.0,59.0,0.89,32.0
"
                                        2014-02-25",44.0,30.0,34.0,13.0,57.0,0.76,17.0
"
                                        2014-02-26",57.0,40.0,52.0,18.0,50.0,0.92,18.0
"
                                        2014-02-27",123.0,93.0,120.0,38.0,71.0,1.28,14.0
"
                                        2014-02-28",101.0,76.0,81.0,20.0,44.0,0.82,46.0
"
                                        2014-03-01",46.0,33.0,39.0,16.0,50.0,0.84,24.0
"
                                        2014-03-02",104.0,78.0,116.0,40.0,54.0,1.13,38.0
"
                                        2014-03-03",64.0,40.0,70.0,24.0,35.0,0.67,61.0
"
                                        2014-03-04",71.0,51.0,68.0,23.0,51.0,0.7,27.0
"
                                        2014-03-05",95.0,69.0,95.0,29.0,43.0,0.84,46.0
"
                                        2014-03-06",48.0,29.0,46.0,20.0,36.0,0.51,49.0
"
                                        2014-03-07",55.0,33.0,57.0,22.0,47.0,0.68,37.0
"
                                        2014-03-08",53.0,38.0,41.0,21.0,42.0,0.64,45.0
"
                                        2014-03-09",71.0,51.0,71.0,19.0,46.0,0.81,32.0
"
                                        2014-03-10",121.0,90.0,133.0,26.0,53.0,0.96,49.0
"
                                        2014-03-11",116.0,87.0,124.0,29.0,54.0,0.92,55.0
"
                                        2014-03-12",54.0,37.0,52.0,14.0,49.0,0.87,21.0
"
                                        2014-03-13",71.0,47.0,77.0,15.0,34.0,0.6,48.0
"
                                        2014-03-14",69.0,45.0,87.0,18.0,50.0,0.67,41.0
"
                                        2014-03-15",88.0,62.0,119.0,28.0,65.0,0.78,46.0
"
                                        2014-03-16",94.0,69.0,128.0,29.0,66.0,0.85,52.0
"
                                        2014-03-17",79.0,55.0,101.0,19.0,54.0,0.9,45.0
"
                                        2014-03-18",107.0,80.0,129.0,20.0,50.0,1.0,73.0
"
                                        2014-03-19",140.0,106.0,152.0,15.0,46.0,0.94,43.0
"
                                        2014-03-20",76.0,54.0,92.0,20.0,44.0,0.77,46.0
"
                                        2014-03-21",75.0,48.0,97.0,23.0,56.0,0.74,47.0
"
                                        2014-03-22",79.0,53.0,100.0,29.0,61.0,0.68,51.0
"
                                        2014-03-23",93.0,64.0,126.0,32.0,67.0,0.79,46.0
"
                                        2014-03-25",75.0,52.0,92.0,15.0,63.0,1.01,27.0
"
                                        2014-03-26",100.0,74.0,114.0,20.0,46.0,1.06,64.0
"
                                        2014-03-27",120.0,89.0,129.0,24.0,55.0,0.98,68.0
"
                                        2014-03-28",59.0,40.0,66.0,13.0,51.0,0.86,35.0
"
                                        2014-03-29",48.0,30.0,46.0,9.0,45.0,0.85,25.0
"
                                        2014-03-30",126.0,95.0,148.0,20.0,37.0,0.98,75.0
"
                                        2014-03-31",124.0,94.0,121.0,26.0,39.0,0.9,78.0
"
                                        2014-04-01",96.0,71.0,101.0,22.0,48.0,0.7,43.0
"
                                        2014-04-02",94.0,70.0,107.0,20.0,50.0,0.68,47.0
"
                                        2014-04-03",78.0,57.0,83.0,18.0,51.0,0.63,43.0
"
                                        2014-04-04",75.0,43.0,96.0,21.0,52.0,0.59,67.0
"
                                        2014-04-05",97.0,64.0,142.0,23.0,61.0,0.84,63.0
"
                                        2014-04-06",56.0,23.0,61.0,16.0,35.0,0.44,63.0
"
                                        2014-04-07",82.0,59.0,87.0,22.0,50.0,0.73,43.0
"
                                        2014-04-08",130.0,97.0,138.0,17.0,60.0,1.08,37.0
"
                                        2014-04-09",124.0,93.0,138.0,23.0,59.0,0.88,64.0
"
                                        2014-04-10",117.0,85.0,134.0,28.0,66.0,0.86,82.0
"
                                        2014-04-11",115.0,87.0,140.0,26.0,71.0,0.83,60.0
"
                                        2014-04-12",99.0,74.0,106.0,10.0,56.0,1.04,22.0
"
                                        2014-04-13",48.0,34.0,32.0,6.0,27.0,0.72,55.0
"
                                        2014-04-14",75.0,47.0,83.0,18.0,32.0,0.56,112.0
"
                                        2014-04-15",96.0,65.0,114.0,45.0,60.0,0.67,72.0
"
                                        2014-04-16",84.0,60.0,97.0,23.0,61.0,0.74,43.0
"
                                        2014-04-17",141.0,107.0,157.0,33.0,71.0,1.24,27.0
"
                                        2014-04-18",106.0,79.0,106.0,32.0,54.0,1.16,34.0
"
                                        2014-04-19",58.0,41.0,54.0,8.0,38.0,0.59,47.0
"
                                        2014-04-20",66.0,47.0,68.0,13.0,40.0,0.64,48.0
"
                                        2014-04-21",55.0,39.0,50.0,20.0,42.0,0.59,50.0
"
                                        2014-04-22",59.0,42.0,58.0,10.0,40.0,0.69,68.0
"
                                        2014-04-23",81.0,56.0,96.0,20.0,57.0,0.78,51.0
"
                                        2014-04-24",80.0,57.0,104.0,38.0,60.0,0.79,49.0
"
                                        2014-04-25",55.0,35.0,58.0,25.0,49.0,0.7,35.0
"
                                        2014-04-26",70.0,49.0,87.0,32.0,62.0,0.9,13.0
"
                                        2014-04-27",38.0,25.0,30.0,7.0,29.0,0.94,30.0
"
                                        2014-04-28",62.0,41.0,67.0,11.0,29.0,0.62,63.0
"
                                        2014-04-29",76.0,50.0,100.0,17.0,45.0,0.78,70.0
"
                                        2014-04-30",109.0,78.0,148.0,31.0,65.0,0.85,69.0
"
                                        2014-05-01",104.0,72.0,140.0,25.0,57.0,0.86,77.0
"
                                        2014-05-02",110.0,58.0,166.0,18.0,44.0,0.76,74.0
"
                                        2014-05-03",96.0,54.0,138.0,20.0,28.0,0.66,91.0
"
                                        2014-05-04",77.0,54.0,98.0,11.0,57.0,0.85,37.0
"
                                        2014-05-05",70.0,41.0,79.0,21.0,38.0,0.68,74.0
"
                                        2014-05-06",69.0,41.0,84.0,40.0,51.0,0.61,71.0
"
                                        2014-05-07",73.0,42.0,92.0,17.0,46.0,0.7,83.0
"
                                        2014-05-08",107.0,73.0,142.0,23.0,47.0,0.96,108.0
"
                                        2014-05-09",111.0,81.0,140.0,42.0,52.0,0.86,81.0
"
                                        2014-05-10",64.0,42.0,71.0,31.0,46.0,0.7,42.0
"
                                        2014-05-11",48.0,28.0,46.0,17.0,41.0,0.94,27.0
"
                                        2014-05-12",79.0,52.0,89.0,21.0,43.0,0.98,79.0
"
                                        2014-05-13",90.0,65.0,119.0,30.0,70.0,1.01,53.0
"
                                        2014-05-14",64.0,43.0,71.0,8.0,52.0,1.15,47.0
"
                                        2014-05-15",105.0,71.0,139.0,18.0,39.0,1.02,103.0
"
                                        2014-05-16",125.0,94.0,186.0,29.0,68.0,1.08,97.0
"
                                        2014-05-17",101.0,75.0,85.0,7.0,46.0,0.93,57.0
"
                                        2014-05-18",51.0,35.0,46.0,6.0,34.0,0.6,54.0
"
                                        2014-05-19",99.0,73.0,117.0,15.0,52.0,0.72,39.0
"
                                        2014-05-20",94.0,67.0,110.0,14.0,43.0,0.82,79.0
"
                                        2014-05-21",150.0,111.0,192.0,29.0,64.0,1.08,103.0
"
                                        2014-05-22",81.0,50.0,79.0,11.0,36.0,0.67,78.0
"
                                        2014-05-23",50.0,20.0,45.0,19.0,31.0,0.48,73.0
"
                                        2014-05-24",51.0,22.0,55.0,18.0,31.0,0.57,66.0
"
                                        2014-05-25",70.0,47.0,79.0,9.0,40.0,0.9,37.0
"
                                        2014-05-26",102.0,60.0,145.0,12.0,47.0,0.94,72.0
"
                                        2014-05-27",118.0,77.0,185.0,14.0,44.0,0.87,84.0
"
                                        2014-05-28",140.0,89.0,227.0,18.0,46.0,0.81,114.0
"
                                        2014-05-29",138.0,98.0,217.0,18.0,58.0,0.96,81.0
"
                                        2014-05-30",88.0,51.0,117.0,13.0,39.0,0.69,78.0
"
                                        2014-05-31",51.0,26.0,50.0,16.0,33.0,0.69,64.0
"
                                        2014-06-01",49.0,26.0,53.0,6.0,42.0,0.85,30.0
"
                                        2014-06-02",56.0,36.0,50.0,3.0,20.0,0.73,83.0
"
                                        2014-06-03",62.0,42.0,63.0,7.0,21.0,0.69,93.0
"
                                        2014-06-04",85.0,61.0,101.0,13.0,35.0,0.82,98.0
"
                                        2014-06-05",122.0,84.0,136.0,18.0,45.0,0.95,116.0
"
                                        2014-06-06",121.0,76.0,123.0,20.0,44.0,0.86,116.0
"
                                        2014-06-07",129.0,89.0,149.0,17.0,43.0,1.0,119.0
"
                                        2014-06-08",95.0,66.0,110.0,13.0,32.0,0.82,94.0
"
                                        2014-06-09",74.0,45.0,79.0,14.0,25.0,0.66,75.0
"
                                        2014-06-10",53.0,32.0,54.0,10.0,23.0,0.59,55.0
"
                                        2014-06-11",77.0,53.0,87.0,17.0,33.0,0.63,81.0
"
                                        2014-06-12",113.0,84.0,145.0,27.0,51.0,0.92,103.0
"
                                        2014-06-13",119.0,71.0,120.0,18.0,41.0,0.79,121.0
"
                                        2014-06-14",138.0,96.0,165.0,22.0,50.0,0.91,148.0
"
                                        2014-06-15",135.0,84.0,143.0,26.0,47.0,0.86,102.0
"
                                        2014-06-16",71.0,42.0,87.0,12.0,34.0,0.68,71.0
"
                                        2014-06-17",60.0,42.0,58.0,4.0,41.0,1.24,39.0
"
                                        2014-06-18",100.0,70.0,101.0,10.0,36.0,1.01,76.0
"
                                        2014-06-19",91.0,54.0,98.0,19.0,41.0,0.79,89.0
"
                                        2014-06-20",45.0,24.0,45.0,5.0,37.0,0.8,36.0
"
                                        2014-06-21",40.0,25.0,34.0,3.0,35.0,0.75,36.0
"
                                        2014-06-22",42.0,24.0,38.0,7.0,30.0,0.53,62.0
"
                                        2014-06-23",63.0,43.0,71.0,12.0,42.0,0.63,49.0
"
                                        2014-06-24",64.0,39.0,70.0,9.0,41.0,0.71,50.0
"
                                        2014-06-25",57.0,37.0,62.0,7.0,42.0,0.63,48.0
"
                                        2014-06-26",72.0,49.0,90.0,7.0,57.0,0.87,18.0
"
                                        2014-06-27",60.0,42.0,55.0,8.0,55.0,0.95,26.0
"
                                        2014-06-28",71.0,51.0,78.0,11.0,49.0,0.75,44.0
"
                                        2014-06-29",71.0,49.0,82.0,9.0,46.0,0.8,41.0
"
                                        2014-06-30",81.0,59.0,83.0,7.0,57.0,0.85,34.0
"
                                        2014-07-01",95.0,70.0,106.0,9.0,54.0,1.26,48.0
"
                                        2014-07-02",80.0,57.0,91.0,10.0,48.0,1.06,19.0
"
                                        2014-07-03",66.0,44.0,67.0,8.0,35.0,0.9,73.0
"
                                        2014-07-04",129.0,96.0,130.0,10.0,39.0,1.09,70.0
"
                                        2014-07-05",78.0,55.0,99.0,10.0,44.0,0.98,36.0
"
                                        2014-07-06",47.0,29.0,45.0,6.0,28.0,0.92,59.0
"
                                        2014-07-07",94.0,69.0,102.0,14.0,38.0,0.98,94.0
"
                                        2014-07-08",79.0,56.0,83.0,9.0,27.0,0.65,103.0
"
                                        2014-07-09",68.0,47.0,79.0,8.0,27.0,0.74,69.0
"
                                        2014-07-10",102.0,74.0,124.0,10.0,45.0,1.04,96.0
"
                                        2014-07-11",99.0,73.0,111.0,6.0,36.0,1.02,83.0
"
                                        2014-07-12",61.0,36.0,63.0,6.0,27.0,0.71,66.0
"
                                        2014-07-13",34.0,21.0,26.0,4.0,30.0,0.81,55.0
"
                                        2014-07-14",53.0,25.0,42.0,8.0,26.0,0.71,94.0
"
                                        2014-07-15",39.0,18.0,27.0,6.0,38.0,0.66,50.0
"
                                        2014-07-16",43.0,20.0,43.0,6.0,36.0,0.74,27.0
"
                                        2014-07-17",60.0,28.0,63.0,7.0,33.0,0.65,67.0
"
                                        2014-07-18",52.0,25.0,53.0,10.0,30.0,0.54,55.0
"
                                        2014-07-19",57.0,29.0,61.0,9.0,32.0,0.51,62.0
"
                                        2014-07-20",94.0,55.0,103.0,10.0,40.0,0.71,85.0
"
                                        2014-07-21",100.0,52.0,95.0,11.0,35.0,0.65,107.0
"
                                        2014-07-22",76.0,37.0,70.0,11.0,31.0,0.56,91.0
"
                                        2014-07-23",52.0,25.0,53.0,21.0,25.0,0.5,55.0
"
                                        2014-07-24",37.0,20.0,36.0,7.0,27.0,0.53,37.0
"
                                        2014-07-25",54.0,34.0,56.0,5.0,21.0,0.74,74.0
"
                                        2014-07-26",126.0,87.0,115.0,17.0,37.0,1.02,76.0
"
                                        2014-07-27",69.0,41.0,59.0,7.0,31.0,0.78,65.0
"
                                        2014-07-28",66.0,38.0,63.0,9.0,29.0,0.76,83.0
"
                                        2014-07-29",63.0,28.0,58.0,10.0,29.0,0.66,79.0
"
                                        2014-07-30",75.0,36.0,70.0,14.0,28.0,0.62,89.0
"
                                        2014-07-31",43.0,24.0,41.0,8.0,20.0,0.54,38.0
"
                                        2014-08-01",27.0,15.0,26.0,8.0,22.0,0.61,24.0
"
                                        2014-08-02",45.0,27.0,44.0,6.0,17.0,0.69,48.0
"
                                        2014-08-03",60.0,34.0,62.0,8.0,25.0,0.79,82.0
"
                                        2014-08-04",95.0,58.0,105.0,13.0,38.0,0.92,93.0
"
                                        2014-08-05",91.0,59.0,99.0,12.0,44.0,0.94,83.0
"
                                        2014-08-06",85.0,55.0,87.0,9.0,38.0,0.89,87.0
"
                                        2014-08-07",84.0,54.0,89.0,11.0,41.0,0.95,86.0
"
                                        2014-08-09",66.0,44.0,69.0,10.0,28.0,0.9,78.0
"
                                        2014-08-10",57.0,39.0,56.0,10.0,25.0,0.9,61.0
"
                                        2014-08-11",88.0,64.0,92.0,14.0,46.0,1.16,58.0
"
                                        2014-08-12",59.0,39.0,62.0,10.0,45.0,0.77,53.0
"
                                        2014-08-13",71.0,40.0,73.0,16.0,36.0,0.83,74.0
"
                                        2014-08-14",40.0,27.0,33.0,8.0,30.0,1.09,45.0
"
                                        2014-08-15",40.0,26.0,41.0,9.0,40.0,1.07,39.0
"
                                        2014-08-16",78.0,53.0,81.0,18.0,45.0,1.02,46.0
"
                                        2014-08-17",38.0,25.0,34.0,10.0,28.0,0.78,56.0
"
                                        2014-08-18",41.0,28.0,33.0,8.0,37.0,0.99,41.0
"
                                        2014-08-19",42.0,29.0,30.0,9.0,41.0,0.92,46.0
"
                                        2014-08-20",40.0,26.0,33.0,9.0,40.0,0.79,45.0
"
                                        2014-08-21",80.0,50.0,75.0,12.0,30.0,0.84,84.0
"
                                        2014-08-23",79.0,54.0,96.0,14.0,43.0,0.92,63.0
"
                                        2014-08-24",63.0,40.0,73.0,12.0,30.0,0.82,62.0
"
                                        2014-08-25",58.0,37.0,53.0,10.0,21.0,0.89,103.0
"
                                        2014-08-26",113.0,79.0,107.0,17.0,34.0,1.06,88.0
"
                                        2014-08-27",62.0,41.0,65.0,14.0,40.0,0.79,71.0
"
                                        2014-08-28",89.0,63.0,106.0,19.0,45.0,1.02,73.0
"
                                        2014-08-29",65.0,45.0,64.0,10.0,30.0,0.93,53.0
"
                                        2014-08-30",95.0,70.0,99.0,18.0,37.0,1.13,80.0
"
                                        2014-08-31",90.0,63.0,102.0,23.0,37.0,0.86,91.0
"
                                        2014-09-01",61.0,42.0,61.0,9.0,29.0,0.82,50.0
"
                                        2014-09-02",54.0,34.0,57.0,10.0,31.0,0.73,39.0
"
                                        2014-09-03",38.0,23.0,36.0,7.0,24.0,0.7,59.0
"
                                        2014-09-04",90.0,62.0,88.0,13.0,28.0,0.87,110.0
"
                                        2014-09-05",148.0,101.0,141.0,30.0,46.0,1.03,116.0
"
                                        2014-09-06",93.0,63.0,89.0,16.0,32.0,0.85,83.0
"
                                        2014-09-07",81.0,58.0,87.0,16.0,31.0,0.85,88.0
"
                                        2014-09-08",83.0,58.0,84.0,17.0,30.0,0.85,78.0
"
                                        2014-09-09",66.0,46.0,67.0,11.0,27.0,0.83,66.0
"
                                        2014-09-10",69.0,49.0,69.0,11.0,28.0,0.79,61.0
"
                                        2014-09-11",61.0,39.0,62.0,16.0,33.0,0.79,61.0
"
                                        2014-09-12",81.0,56.0,91.0,22.0,40.0,0.98,71.0
"
                                        2014-09-13",48.0,33.0,40.0,11.0,38.0,1.09,31.0
"
                                        2014-09-14",50.0,29.0,51.0,15.0,37.0,0.75,44.0
"
                                        2014-09-15",45.0,19.0,42.0,13.0,27.0,0.58,58.0
"
                                        2014-09-16",49.0,28.0,50.0,15.0,32.0,0.65,64.0
"
                                        2014-09-17",81.0,46.0,81.0,20.0,37.0,0.78,80.0
"
                                        2014-09-18",48.0,32.0,42.0,10.0,34.0,0.64,53.0
"
                                        2014-09-19",49.0,34.0,36.0,8.0,39.0,0.9,47.0
"
                                        2014-09-20",73.0,49.0,71.0,13.0,37.0,1.07,77.0
"
                                        2014-09-21",55.0,26.0,48.0,13.0,33.0,0.56,73.0
"
                                        2014-09-22",37.0,22.0,35.0,9.0,28.0,0.58,61.0
"
                                        2014-09-23",25.0,10.0,15.0,4.0,23.0,0.72,41.0
"
                                        2014-09-24",45.0,28.0,50.0,8.0,26.0,0.73,54.0
"
                                        2014-09-25",95.0,70.0,113.0,25.0,55.0,0.96,63.0
"
                                        2014-09-26",102.0,75.0,113.0,31.0,53.0,0.86,76.0
"
                                        2014-09-27",107.0,74.0,113.0,16.0,40.0,0.93,93.0
"
                                        2014-09-28",93.0,63.0,103.0,18.0,41.0,0.87,70.0
"
                                        2014-09-29",74.0,53.0,89.0,12.0,37.0,1.0,49.0
"
                                        2014-09-30",49.0,30.0,50.0,9.0,29.0,0.74,49.0
"
                                        2014-10-01",56.0,33.0,62.0,18.0,37.0,0.56,61.0
"
                                        2014-10-02",74.0,53.0,84.0,16.0,37.0,0.81,62.0
"
                                        2014-10-03",96.0,67.0,101.0,18.0,33.0,0.93,94.0
"
                                        2014-10-04",62.0,33.0,65.0,19.0,33.0,0.53,84.0
"
                                        2014-10-05",67.0,42.0,81.0,17.0,34.0,0.7,94.0
"
                                        2014-10-06",96.0,69.0,105.0,21.0,37.0,0.91,101.0
"
                                        2014-10-07",81.0,54.0,86.0,19.0,43.0,0.76,89.0
"
                                        2014-10-08",61.0,36.0,60.0,20.0,38.0,0.58,80.0
"
                                        2014-10-09",63.0,38.0,62.0,21.0,38.0,0.58,86.0
"
                                        2014-10-10",72.0,50.0,82.0,20.0,45.0,0.7,69.0
"
                                        2014-10-11",75.0,50.0,80.0,17.0,34.0,0.7,84.0
"
                                        2014-10-12",67.0,35.0,76.0,12.0,22.0,0.6,104.0
"
                                        2014-10-13",66.0,35.0,80.0,11.0,20.0,0.62,89.0
"
                                        2014-10-14",79.0,53.0,104.0,27.0,36.0,0.84,86.0
"
                                        2014-10-15",111.0,81.0,137.0,28.0,61.0,0.98,79.0
"
                                        2014-10-16",125.0,93.0,166.0,31.0,75.0,1.1,71.0
"
                                        2014-10-17",158.0,112.0,167.0,39.0,53.0,1.08,114.0
"
                                        2014-10-18",81.0,51.0,107.0,33.0,51.0,0.82,63.0
"
                                        2014-10-19",70.0,42.0,86.0,23.0,48.0,0.8,65.0
"
                                        2014-10-20",91.0,66.0,116.0,23.0,57.0,1.02,55.0
"
                                        2014-10-21",112.0,83.0,124.0,18.0,53.0,1.17,48.0
"
                                        2014-10-22",89.0,66.0,94.0,14.0,36.0,1.04,84.0
"
                                        2014-10-23",129.0,97.0,139.0,21.0,65.0,1.17,57.0
"
                                        2014-10-24",97.0,68.0,112.0,21.0,60.0,0.94,66.0
"
                                        2014-10-25",92.0,66.0,116.0,23.0,68.0,1.02,56.0
"
                                        2014-10-26",99.0,73.0,128.0,17.0,65.0,1.13,63.0
"
                                        2014-10-27",125.0,92.0,136.0,20.0,61.0,1.05,55.0
"
                                        2014-10-28",68.0,31.0,80.0,17.0,38.0,0.6,80.0
"
                                        2014-10-29",67.0,44.0,78.0,27.0,58.0,0.75,45.0
"
                                        2014-10-30",87.0,63.0,83.0,11.0,67.0,1.02,16.0
"
                                        2014-10-31",49.0,34.0,42.0,9.0,53.0,1.04,21.0
"
                                        2014-11-01",58.0,40.0,55.0,11.0,42.0,1.15,24.0
"
                                        2014-11-02",86.0,61.0,86.0,18.0,32.0,0.88,65.0
"
                                        2014-11-03",64.0,33.0,77.0,24.0,52.0,0.7,47.0
"
                                        2014-11-04",84.0,61.0,107.0,22.0,66.0,0.82,47.0
"
                                        2014-11-05",112.0,84.0,126.0,19.0,67.0,0.91,54.0
"
                                        2014-11-06",96.0,71.0,83.0,14.0,39.0,0.81,73.0
"
                                        2014-11-07",104.0,74.0,115.0,20.0,56.0,0.89,54.0
"
                                        2014-11-08",50.0,34.0,39.0,11.0,45.0,0.65,34.0
"
                                        2014-11-09",63.0,44.0,61.0,15.0,51.0,0.94,25.0
"
                                        2014-11-10",117.0,88.0,122.0,28.0,70.0,1.17,22.0
"
                                        2014-11-11",140.0,107.0,139.0,26.0,72.0,1.21,28.0
"
                                        2014-11-12",157.0,121.0,146.0,27.0,51.0,1.3,52.0
"
                                        2014-11-13",97.0,67.0,116.0,33.0,65.0,1.03,36.0
"
                                        2014-11-14",101.0,73.0,133.0,34.0,72.0,1.02,44.0
"
                                        2014-11-15",109.0,80.0,122.0,33.0,69.0,0.92,37.0
"
                                        2014-11-16",134.0,100.0,120.0,19.0,59.0,1.02,36.0
"
                                        2014-11-17",140.0,105.0,127.0,30.0,51.0,1.13,60.0
"
                                        2014-11-18",112.0,84.0,117.0,31.0,61.0,1.13,42.0
"
                                        2014-11-19",133.0,100.0,144.0,31.0,78.0,1.2,29.0
"
                                        2014-11-20",133.0,100.0,146.0,23.0,70.0,1.1,33.0
"
                                        2014-11-21",124.0,94.0,146.0,23.0,74.0,1.14,31.0
"
                                        2014-11-22",142.0,107.0,160.0,24.0,73.0,1.21,42.0
"
                                        2014-11-23",165.0,125.0,185.0,25.0,75.0,1.1,31.0
"
                                        2014-11-24",114.0,85.0,124.0,11.0,53.0,1.22,19.0
"
                                        2014-11-25",47.0,32.0,29.0,9.0,41.0,0.71,36.0
"
                                        2014-11-26",72.0,52.0,70.0,20.0,54.0,0.92,33.0
"
                                        2014-11-27",82.0,56.0,92.0,25.0,64.0,1.04,32.0
"
                                        2014-11-28",76.0,55.0,70.0,11.0,51.0,1.27,19.0
"
                                        2014-11-29",105.0,78.0,103.0,17.0,62.0,1.6,10.0
"
                                        2014-11-30",41.0,28.0,37.0,9.0,43.0,1.47,12.0
"
                                        2014-12-01",104.0,62.0,133.0,26.0,38.0,1.01,46.0
"
                                        2014-12-02",85.0,34.0,117.0,30.0,52.0,0.78,20.0
"
                                        2014-12-03",97.0,72.0,109.0,36.0,83.0,1.1,14.0
"
                                        2014-12-04",75.0,52.0,74.0,25.0,45.0,0.8,34.0
"
                                        2014-12-05",61.0,33.0,70.0,21.0,48.0,0.71,36.0
"
                                        2014-12-06",93.0,68.0,112.0,35.0,75.0,1.03,23.0
"
                                        2014-12-07",111.0,83.0,124.0,43.0,80.0,1.11,26.0
"
                                        2014-12-08",147.0,111.0,154.0,47.0,66.0,1.29,34.0
"
                                        2014-12-09",99.0,72.0,103.0,29.0,66.0,1.05,23.0
"
                                        2014-12-10",78.0,57.0,74.0,19.0,55.0,0.92,15.0
"
                                        2014-12-11",132.0,99.0,134.0,25.0,47.0,1.27,18.0
"
                                        2014-12-12",124.0,83.0,179.0,36.0,52.0,1.17,28.0
"
                                        2014-12-13",79.0,51.0,105.0,24.0,52.0,0.92,28.0
"
                                        2014-12-14",107.0,80.0,126.0,38.0,69.0,1.05,27.0
"
                                        2014-12-15",136.0,103.0,160.0,30.0,78.0,1.35,15.0
"
                                        2014-12-16",104.0,55.0,137.0,28.0,40.0,0.75,38.0
"
                                        2014-12-17",66.0,31.0,81.0,20.0,44.0,0.66,35.0
"
                                        2014-12-18",102.0,76.0,120.0,48.0,77.0,0.94,31.0
"
                                        2014-12-19",119.0,89.0,141.0,39.0,84.0,1.21,18.0
